"Scheme_Code","Description","Short_Description","Scheme_Type","From Date","To Date","Scheme_Buy_Logic","Scheme_Process_Type","Promotion_Group_Name","Level_Type","Level_Code","Promotion_Group_Logic","Promotion_Slab_Description","Promotion_Slab_Buy_UOM","Promotion_Slab_Buy_Min_Qty","Promotion_Slab_Buy_Max_Qty"

